@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.Randomize-S42_clustered

@attribute Instance_number numeric
@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}
@attribute Cluster {cluster0,cluster1}

@data
158,Male,0,Yes,No,72,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',103.75,7346.2,No,cluster1
159,Male,0,Yes,Yes,68,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',113.15,7856,Yes,cluster1
160,Male,0,No,No,69,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',104.7,7220.35,Yes,cluster1
161,Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.9,19.9,Yes,cluster0
162,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',69.9,4615.9,No,cluster1
163,Female,0,No,No,1,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',85.55,85.55,Yes,cluster1
164,Female,0,No,No,9,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Electronic check',94.4,857.25,Yes,cluster1
165,Male,0,Yes,No,70,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',114.3,8244.3,No,cluster0
166,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',49.9,130.1,Yes,cluster1
167,Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',50.2,2169.4,No,cluster1
168,Male,0,No,No,30,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',94.3,2679.7,No,cluster1
169,Male,0,Yes,Yes,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',24.75,1859.1,No,cluster0
170,Male,0,No,No,4,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',73.9,280.85,Yes,cluster1
171,Male,0,No,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',19.45,159.2,No,cluster0
172,Male,1,Yes,No,40,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',98.15,4116.8,No,cluster1
173,Female,0,Yes,Yes,66,Yes,Yes,'Fiber optic',No,No,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',74.25,4859.25,No,cluster1
174,Male,1,Yes,No,33,Yes,No,'Fiber optic',Yes,Yes,No,Yes,No,Yes,'One year',Yes,'Electronic check',93.55,3055.5,No,cluster1
175,Male,0,No,No,17,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.5,365.8,No,cluster0
176,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,'One year',No,'Credit card (automatic)',64.5,1929.95,No,cluster1
177,Female,0,No,No,42,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.65,958.1,No,cluster0
178,Female,0,Yes,Yes,31,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',91.15,2995.45,Yes,cluster1
179,Male,0,No,No,41,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.2,3645.75,No,cluster1
180,Male,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Mailed check',50.05,288.35,No,cluster1
181,Female,0,No,Yes,22,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',84.75,1816.75,No,cluster1
182,Male,0,No,No,3,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Mailed check',75,209.1,Yes,cluster1
183,Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.5,104.3,No,cluster0
184,Male,1,No,No,32,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',81.1,2619.25,No,cluster1
185,Female,0,Yes,Yes,57,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.5,1167.6,No,cluster0
186,Female,0,Yes,No,70,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',110.5,7752.05,No,cluster1
187,Female,0,Yes,Yes,52,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.85,1070.5,No,cluster0
188,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',51.05,1815,No,cluster1
189,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,'Mailed check',59.8,1130.85,No,cluster1
190,Female,0,No,No,7,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',79.65,604.7,Yes,cluster1
191,Male,0,Yes,Yes,36,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',60.7,2234.55,No,cluster0
192,Female,0,Yes,No,15,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',84.3,1308.4,Yes,cluster1
193,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',44,44,No,cluster1
194,Male,1,Yes,No,6,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.75,573.75,Yes,cluster1
195,Male,1,Yes,No,61,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',82.15,4904.85,No,cluster1
196,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,'One year',No,'Credit card (automatic)',60.6,3297,No,cluster1
197,Male,0,No,No,41,Yes,No,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',74.25,3089.1,No,cluster1
198,Female,0,Yes,Yes,61,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',51.35,3244.4,No,cluster0
199,Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.05,20.05,No,cluster0
200,Female,0,No,No,12,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.2,1046.1,Yes,cluster1
201,Male,0,No,No,30,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',95,2852.4,No,cluster1
202,Female,0,Yes,Yes,7,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',24.7,149.05,No,cluster1
203,Female,0,No,No,25,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',19.2,532.1,No,cluster0
204,Female,1,Yes,No,72,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,'Two year',No,'Bank transfer (automatic)',78.5,5602.25,No,cluster1
205,Male,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',53.8,1389.85,No,cluster1
206,Female,0,No,No,56,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',19.55,1080.55,No,cluster0
207,Female,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',117.15,8529.5,No,cluster1
208,Female,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',No,'Mailed check',84.7,5991.05,No,cluster1
209,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',54.75,438.05,No,cluster1
210,Female,0,No,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',84.15,1821.95,No,cluster1
211,Male,0,No,No,4,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,No,'Electronic check',86.05,308.1,No,cluster1
212,Male,1,Yes,No,2,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',95.5,181.65,No,cluster1
213,Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,'Bank transfer (automatic)',59.7,1825.5,No,cluster1
214,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,'One year',Yes,'Credit card (automatic)',63.7,2188.5,No,cluster1
215,Male,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,'Two year',Yes,'Electronic check',59.2,3175.85,No,cluster1
216,Female,0,No,No,34,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.35,673.2,No,cluster0
217,Male,0,No,No,25,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.6,541.5,No,cluster0
218,Male,0,Yes,Yes,72,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,No,'Two year',No,'Mailed check',48.9,3527,No,cluster0
219,Female,0,Yes,Yes,67,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',54.2,3623.95,No,cluster0
220,Female,1,Yes,No,54,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',99.1,5437.1,No,cluster1
221,Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',89.85,6293.45,No,cluster1
222,Male,1,Yes,No,7,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.4,533.05,No,cluster1
223,Male,0,No,No,55,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.8,5283.95,Yes,cluster1
224,Female,0,No,No,22,Yes,No,'Fiber optic',Yes,No,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',89.05,1886.25,No,cluster1
225,Female,0,No,No,19,No,'No phone service',DSL,No,No,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',44.85,893.55,Yes,cluster1
226,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,Yes,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',53.85,3399.85,No,cluster1
227,Male,0,Yes,No,45,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',84.55,3713.95,No,cluster1
228,Male,0,Yes,No,32,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,'One year',Yes,'Electronic check',79.25,2619.15,No,cluster1
229,Female,0,Yes,Yes,33,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Credit card (automatic)',86.15,2745.7,Yes,cluster1
230,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',56.4,234.85,No,cluster1
231,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Mailed check',87.2,4345,No,cluster0
232,Male,0,Yes,Yes,20,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,No,Month-to-month,No,'Mailed check',96.8,1826.7,No,cluster1
233,Male,0,No,No,19,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',78.7,1495.1,No,cluster1
234,Female,0,Yes,No,60,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',60.8,3603.45,No,cluster0
235,Female,1,No,No,27,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,No,'Credit card (automatic)',88.3,2467.75,Yes,cluster1
236,Female,0,Yes,Yes,64,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',19.8,1336.65,No,cluster0
237,Female,0,No,No,3,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.1,307.4,Yes,cluster1
238,Male,0,No,No,4,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',44.55,174.3,Yes,cluster1
239,Male,0,No,No,17,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.8,1207,No,cluster1
240,Male,0,Yes,No,1,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',90.75,90.75,Yes,cluster1
241,Male,0,Yes,Yes,35,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',25.45,809.25,No,cluster0
242,Male,1,No,No,27,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',104.65,2964,No,cluster1
243,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Mailed check',79,1902,No,cluster1
244,Female,0,Yes,No,55,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',19.7,1140.05,No,cluster0
245,Male,1,Yes,No,41,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',83.75,3273.55,Yes,cluster1
246,Male,0,Yes,No,45,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',107.75,4882.8,No,cluster1
247,Female,0,Yes,Yes,70,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',58.4,4113.15,No,cluster1
248,Male,0,No,No,1,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,No,'Mailed check',29.15,29.15,No,cluster1
249,Male,0,No,No,43,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',26.45,1110.05,No,cluster0
250,Male,0,Yes,No,66,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',No,'Electronic check',95.3,6273.4,No,cluster1
251,Female,0,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',64.9,3795.45,No,cluster1
252,Female,0,Yes,Yes,58,No,'No phone service',DSL,No,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',55.5,3166.9,No,cluster1
253,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',49.7,1081.25,No,cluster1
254,Female,0,Yes,No,59,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,No,'Electronic check',101.1,6039.9,Yes,cluster1
255,Female,0,Yes,Yes,6,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19,105.5,No,cluster0
256,Male,1,Yes,No,36,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.5,3436.1,Yes,cluster1
257,Female,1,No,No,45,No,'No phone service',DSL,No,No,No,No,No,Yes,'One year',No,'Electronic check',34.2,1596.6,No,cluster1
258,Male,0,Yes,Yes,26,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',19.15,515.75,No,cluster0
259,Male,0,Yes,No,38,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',110.7,4428.6,No,cluster1
260,Male,0,No,No,54,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.65,1008.7,No,cluster0
261,Female,0,Yes,Yes,35,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',25.4,949.8,No,cluster0
262,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',66.7,579,No,cluster1
263,Male,0,No,No,4,No,'No phone service',DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',40.05,162.45,No,cluster1
264,Male,1,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.65,293.85,No,cluster1
265,Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.35,20.35,No,cluster0
266,Female,0,Yes,No,71,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',25.95,1801.9,No,cluster0
267,Male,0,Yes,Yes,35,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.1,655.3,No,cluster0
268,Male,0,Yes,Yes,30,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',82.05,2570.2,No,cluster1
269,Male,0,Yes,Yes,38,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',25.05,963.95,No,cluster0
270,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',51.55,765.5,Yes,cluster1
271,Male,0,Yes,No,3,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',79.65,251.75,Yes,cluster1
272,Male,0,No,Yes,6,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.65,100.9,No,cluster0
273,Female,0,Yes,Yes,35,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',25.75,882.55,No,cluster0
274,Female,0,No,No,62,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,'One year',Yes,'Electronic check',92.05,5755.8,No,cluster1
275,Male,0,Yes,No,46,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Electronic check',94.65,4312.5,No,cluster1
276,Male,0,Yes,No,38,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',91.7,3479.05,No,cluster1
277,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',75,4213.9,No,cluster1
278,Female,0,Yes,Yes,21,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',74.05,1565.7,Yes,cluster1
279,Female,0,Yes,No,33,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',59.55,2016.3,No,cluster0
280,Male,1,Yes,No,10,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Mailed check',92.5,934.1,Yes,cluster1
281,Female,0,No,No,7,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.9,541.15,Yes,cluster1
282,Female,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,'Mailed check',81.3,3541.1,No,cluster1
283,Male,0,No,No,45,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',112.2,5031.85,No,cluster0
284,Male,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',70.3,220.4,No,cluster1
285,Male,0,No,No,56,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',94.45,5124.6,Yes,cluster1
286,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',44.45,82.7,No,cluster1
287,Female,1,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',85.55,187.45,Yes,cluster1
288,Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.5,90.05,No,cluster1
289,Male,0,No,No,13,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',19.95,257,No,cluster0
290,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',50.1,50.1,Yes,cluster1
291,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',84.1,5981.65,No,cluster1
292,Female,0,No,No,9,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',19.5,178.85,No,cluster0
293,Male,0,Yes,Yes,58,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Electronic check',19.55,1108.8,No,cluster0
294,Female,1,Yes,No,55,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',88.8,4805.3,No,cluster1
295,Female,0,No,No,11,No,'No phone service',DSL,No,Yes,Yes,Yes,No,No,'One year',Yes,'Credit card (automatic)',40.4,422.6,No,cluster1
296,Female,0,No,No,12,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',No,'Mailed check',95.5,1115.15,Yes,cluster1
297,Male,0,No,No,27,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',100.5,2673.45,No,cluster1
298,Female,0,No,No,6,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',29.45,161.45,No,cluster1
299,Female,0,Yes,No,40,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.1,780.1,No,cluster0
300,Male,1,Yes,No,66,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',107.35,7051.95,No,cluster1
301,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',55.8,300.4,No,cluster1
302,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',70.9,4911.35,No,cluster1
303,Female,0,Yes,No,71,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.75,1836.9,No,cluster0
304,Male,0,No,No,37,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.15,785.75,No,cluster0
305,Female,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,'One year',Yes,'Mailed check',64.3,3410.6,No,cluster1
